date,location,crime_type,perp_age,perp_gender,perp_occupation,motive,status
2022-09-19,Sumatera Selatan,Penyalahgunaan Narkoba,22,Perempuan,Tukang,Kecanduan,Belum Terselesaikan
2021-07-16,Jawa Barat,Pencurian,31,Perempuan,Pelajar,Dendam,Selesai
2024-01-01,Bali,Penganiayaan,32,Laki-laki,Pegawai Swasta,Kecanduan,Selesai
2021-07-10,Jawa Timur,Penganiayaan,25,Laki-laki,PNS,Konflik Personal,Selesai
2023-01-11,Riau,Penipuan,17,Perempuan,Buruh,Cemburu,Selesai
2020-11-04,Riau,Penganiayaan,37,Laki-laki,Petani,Tekanan Sosial,Selesai
2023-11-22,Jawa Barat,Penganiayaan,35,Laki-laki,Pedagang,Pengaruh Lingkungan,Selesai
2021-03-14,Sumatera Selatan,Penyalahgunaan Narkoba,24,Laki-laki,Buruh,Tekanan Sosial,Selesai
2022-04-14,DKI Jakarta,Perampokan,25,Perempuan,PNS,Provokasi,Dalam Proses
2022-08-12,Sumatera Barat,Pemerkosaan,44,Laki-laki,Mahasiswa,Ekonomi,Selesai
2021-02-27,Jawa Tengah,Pencurian,33,Laki-laki,Polisi,Tekanan Sosial,Selesai
2022-03-08,Sumatera Utara,Pencurian Kendaraan Bermotor,28,Laki-laki,TNI,Keserakahan,Selesai
2023-11-25,DKI Jakarta,Pencurian,35,Laki-laki,Tidak Bekerja,Keserakahan,Selesai
2022-02-18,Sumatera Utara,Penyalahgunaan Narkoba,30,Laki-laki,Pelajar,Ekonomi,Selesai
2021-12-21,Jawa Tengah,Penyalahgunaan Narkoba,32,Perempuan,Pegawai Swasta,Tekanan Sosial,Selesai
2024-10-13,Kalimantan Timur,Penipuan,19,Perempuan,TNI,Tekanan Sosial,Selesai
2023-01-07,Kalimantan Timur,Pembunuhan,29,Laki-laki,Guru,Pengaruh Lingkungan,Dalam Proses
2023-01-23,Bali,Penganiayaan,30,Laki-laki,Perawat,Keserakahan,Belum Terselesaikan
2021-03-27,Kalimantan Timur,Penyalahgunaan Narkoba,33,Laki-laki,Pelajar,Kecanduan,Dalam Proses
2021-07-12,DKI Jakarta,Penyalahgunaan Narkoba,18,Perempuan,Mahasiswa,Gangguan Mental,Selesai
2020-02-29,Lampung,Penipuan,30,Laki-laki,Mahasiswa,Konflik Personal,Dalam Proses
2023-10-01,Bali,Penipuan,31,Laki-laki,Tukang,Tekanan Sosial,Dalam Proses
2024-01-23,Sulawesi Utara,Perampokan,25,Perempuan,Pedagang,Gangguan Mental,Selesai
2020-09-18,Sumatera Barat,Pencurian,39,Laki-laki,Sopir,Provokasi,Selesai
2020-02-25,Jawa Timur,Penyalahgunaan Narkoba,20,Laki-laki,TNI,Tekanan Sosial,Selesai
2023-04-27,Jawa Barat,Pencurian,15,Laki-laki,Sopir,Ketidaktahuan Hukum,Dalam Proses
2020-02-25,Sumatera Selatan,Penganiayaan,35,Laki-laki,Buruh,Ketidaktahuan Hukum,Selesai
2022-05-27,DKI Jakarta,Penipuan,25,Laki-laki,Pedagang,Gangguan Mental,Selesai
2021-01-07,Sumatera Barat,Penganiayaan,39,Perempuan,Tidak Bekerja,Kebutuhan Mendesak,Dalam Proses
2022-02-15,Aceh,Pencurian,32,Laki-laki,PNS,Kecanduan,Selesai
2022-07-20,Sumatera Selatan,Korupsi,28,Laki-laki,PNS,Konflik Personal,Belum Terselesaikan
2024-04-07,Jawa Timur,Pencurian,27,Laki-laki,TNI,Tekanan Sosial,Selesai
2021-07-23,Jawa Tengah,Penipuan,29,Laki-laki,Perawat,Tekanan Sosial,Dalam Proses
2021-05-31,Kalimantan Selatan,Penipuan,39,Laki-laki,Polisi,Dendam,Selesai
2022-08-21,Jawa Barat,Penyalahgunaan Narkoba,28,Perempuan,Tidak Bekerja,Pengaruh Lingkungan,Selesai
2023-01-09,Sumatera Barat,Penipuan,17,Perempuan,Tidak Bekerja,Konflik Personal,Selesai
2021-04-04,Sulawesi Utara,Penganiayaan,29,Perempuan,Tukang,Dendam,Dalam Proses
2024-05-18,Sulawesi Utara,Pemerkosaan,24,Laki-laki,Tukang,Ekonomi,Selesai
2024-03-24,Sumatera Selatan,Penipuan,18,Perempuan,Tidak Bekerja,Kecanduan,Selesai
2021-02-12,Sulawesi Utara,Penipuan,22,Laki-laki,Polisi,Ekonomi,Selesai
2023-06-26,Sumatera Selatan,Penganiayaan,18,Perempuan,Pedagang,Kecanduan,Belum Terselesaikan
2020-09-15,Jawa Barat,Pencurian,30,Laki-laki,Pelajar,Ketidaktahuan Hukum,Dalam Proses
2020-08-22,Sumatera Selatan,Penganiayaan,23,Laki-laki,Sopir,Kecanduan,Selesai
2022-08-10,Bengkulu,Pencurian,17,Laki-laki,Guru,Kebutuhan Mendesak,Selesai
2024-04-19,Jawa Timur,Penyalahgunaan Narkoba,32,Laki-laki,PNS,Cemburu,Selesai
2023-05-25,DKI Jakarta,Korupsi,41,Laki-laki,Sopir,Pengaruh Lingkungan,Selesai
2024-01-11,Jawa Barat,Penipuan,28,Laki-laki,Buruh,Cemburu,Dalam Proses
2021-09-29,Jawa Barat,Penganiayaan,21,Perempuan,Buruh,Keserakahan,Dalam Proses
2020-02-22,Sumatera Barat,Penipuan,37,Perempuan,TNI,Kebutuhan Mendesak,Dalam Proses
2023-03-25,Sumatera Barat,Perampokan,18,Laki-laki,Tukang,Tekanan Sosial,Selesai
2022-03-23,Sumatera Barat,Pencurian Kendaraan Bermotor,32,Laki-laki,Guru,Kecanduan,Selesai
2020-06-04,DKI Jakarta,Penganiayaan,20,Perempuan,Sopir,Pengaruh Lingkungan,Selesai
2024-08-28,Kalimantan Timur,Perampokan,19,Perempuan,Tukang,Kecanduan,Belum Terselesaikan
2020-07-27,Sumatera Barat,Pembunuhan,25,Laki-laki,Guru,Kebutuhan Mendesak,Dalam Proses
2024-10-07,DKI Jakarta,Perampokan,29,Perempuan,Tukang,Keserakahan,Dalam Proses
2024-07-07,DKI Jakarta,Penipuan,26,Laki-laki,Buruh,Keserakahan,Selesai
2024-05-21,DKI Jakarta,Pencurian Kendaraan Bermotor,15,Laki-laki,Tidak Bekerja,Konflik Personal,Selesai
2022-12-27,Sumatera Selatan,Penganiayaan,32,Perempuan,Mahasiswa,Ketidaktahuan Hukum,Selesai
2022-01-28,Jambi,Pemerkosaan,28,Laki-laki,Buruh,Provokasi,Belum Terselesaikan
2023-08-19,Bali,Pembunuhan,27,Perempuan,PNS,Ekonomi,Selesai
2024-10-05,DKI Jakarta,Penipuan,32,Laki-laki,Mahasiswa,Gangguan Mental,Belum Terselesaikan
2020-08-04,Sumatera Selatan,Pembunuhan,20,Laki-laki,Mahasiswa,Konflik Personal,Belum Terselesaikan
2023-07-25,Papua,Penganiayaan,39,Laki-laki,TNI,Gangguan Mental,Selesai
2023-12-19,Jawa Timur,Pencurian,32,Laki-laki,Pedagang,Tekanan Sosial,Selesai
2020-12-26,DKI Jakarta,Pencurian,28,Perempuan,Guru,Provokasi,Selesai
2023-08-25,Jawa Tengah,Penganiayaan,32,Laki-laki,Pegawai Swasta,Keserakahan,Selesai
2024-07-13,Sumatera Selatan,Pencurian,40,Laki-laki,TNI,Provokasi,Selesai
2024-05-05,Sulawesi Selatan,Penganiayaan,37,Laki-laki,Pelajar,Gangguan Mental,Belum Terselesaikan
2022-06-11,DKI Jakarta,Penyalahgunaan Narkoba,23,Laki-laki,Polisi,Pengaruh Lingkungan,Selesai
2023-04-28,Sumatera Utara,Kekerasan Dalam Rumah Tangga,25,Perempuan,Pegawai Swasta,Konflik Personal,Dalam Proses
2024-10-10,Jawa Tengah,Penyalahgunaan Narkoba,15,Laki-laki,Petani,Dendam,Belum Terselesaikan
2021-07-25,Jawa Timur,Pencurian,35,Laki-laki,TNI,Gangguan Mental,Selesai
2021-05-14,Sulawesi Utara,Perampokan,23,Laki-laki,Perawat,Gangguan Mental,Selesai
2023-03-13,Sulawesi Selatan,Pencurian,15,Laki-laki,Sopir,Ketidaktahuan Hukum,Selesai
2022-02-15,DKI Jakarta,Pencurian,27,Laki-laki,PNS,Ekonomi,Selesai
2022-10-09,Sumatera Utara,Pembunuhan,32,Laki-laki,Polisi,Konflik Personal,Selesai
2021-01-07,Jawa Barat,Penipuan,26,Laki-laki,Pelajar,Kecanduan,Selesai
2021-12-27,Sumatera Utara,Perampokan,41,Perempuan,Perawat,Kebutuhan Mendesak,Belum Terselesaikan
2021-11-28,Sulawesi Selatan,Penipuan,23,Laki-laki,Pegawai Swasta,Keserakahan,Dalam Proses
2023-12-07,DKI Jakarta,Korupsi,42,Laki-laki,TNI,Kebutuhan Mendesak,Dalam Proses
2023-02-12,Kalimantan Timur,Korupsi,38,Laki-laki,Tidak Bekerja,Provokasi,Selesai
2021-01-26,Jawa Barat,Perampokan,40,Laki-laki,Buruh,Kecanduan,Dalam Proses
2024-01-14,DKI Jakarta,Pencurian,25,Laki-laki,Mahasiswa,Gangguan Mental,Selesai
2023-02-11,Aceh,Perampokan,29,Laki-laki,Perawat,Kecanduan,Selesai
2023-11-15,Jawa Tengah,Perampokan,19,Laki-laki,Pelajar,Ketidaktahuan Hukum,Selesai
2023-12-28,Kalimantan Timur,Perampokan,32,Laki-laki,Pelajar,Gangguan Mental,Selesai
2024-06-11,DKI Jakarta,Pencurian Kendaraan Bermotor,35,Laki-laki,Tidak Bekerja,Dendam,Selesai
2021-08-25,Jawa Barat,Pencurian,21,Laki-laki,Petani,Tekanan Sosial,Dalam Proses
2023-11-17,Sumatera Selatan,Penganiayaan,22,Perempuan,Petani,Kebutuhan Mendesak,Dalam Proses
2023-09-21,Sumatera Barat,Perampokan,35,Perempuan,Sopir,Konflik Personal,Dalam Proses
2022-08-27,DKI Jakarta,Penipuan,19,Laki-laki,Wiraswasta,Provokasi,Dalam Proses
2021-12-05,Maluku,Pencurian,15,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Selesai
2023-02-01,Nusa Tenggara Barat,Penyalahgunaan Narkoba,34,Perempuan,PNS,Konflik Personal,Dalam Proses
2023-12-10,Papua,Penipuan,23,Perempuan,Pelajar,Kebutuhan Mendesak,Selesai
2021-09-19,Bali,Perampokan,33,Laki-laki,Pegawai Swasta,Kecanduan,Selesai
2020-09-04,Bengkulu,Pencurian Kendaraan Bermotor,37,Laki-laki,Guru,Kecanduan,Selesai
2021-10-08,Jawa Barat,Perampokan,23,Laki-laki,Buruh,Pengaruh Lingkungan,Dalam Proses
2023-01-02,Kalimantan Selatan,Penganiayaan,32,Laki-laki,Perawat,Pengaruh Lingkungan,Selesai
2021-01-14,Jawa Tengah,Penganiayaan,34,Laki-laki,Petani,Kecanduan,Dalam Proses
2024-02-21,Jawa Barat,Penganiayaan,31,Laki-laki,Pelajar,Kebutuhan Mendesak,Selesai
2024-01-23,Kalimantan Selatan,Kekerasan Dalam Rumah Tangga,26,Perempuan,Sopir,Provokasi,Selesai
2023-05-07,Sumatera Barat,Perampokan,21,Laki-laki,Pegawai Swasta,Dendam,Selesai
2024-09-01,Jawa Timur,Perampokan,26,Perempuan,Petani,Kebutuhan Mendesak,Selesai
2021-04-10,Kalimantan Selatan,Pencurian,28,Perempuan,PNS,Cemburu,Selesai
2021-09-11,Jawa Tengah,Pencurian,33,Perempuan,Tidak Bekerja,Pengaruh Lingkungan,Selesai
2022-12-29,Jawa Timur,Perampokan,25,Perempuan,Pedagang,Kebutuhan Mendesak,Selesai
2020-04-03,Jawa Timur,Penipuan,15,Perempuan,Tidak Bekerja,Provokasi,Selesai
2021-08-21,Sumatera Barat,Penganiayaan,38,Laki-laki,Guru,Cemburu,Selesai
2023-07-30,Sumatera Barat,Penganiayaan,44,Laki-laki,Polisi,Gangguan Mental,Dalam Proses
2020-07-29,Jawa Tengah,Pembunuhan,37,Laki-laki,Polisi,Ekonomi,Selesai
2023-03-21,DKI Jakarta,Penipuan,33,Perempuan,Pegawai Swasta,Gangguan Mental,Selesai
2022-09-07,Jawa Timur,Pencurian,35,Laki-laki,Pelajar,Konflik Personal,Selesai
2021-01-12,DKI Jakarta,Pencurian,40,Perempuan,Tidak Bekerja,Kebutuhan Mendesak,Belum Terselesaikan
2024-10-30,Sumatera Selatan,Penipuan,33,Laki-laki,Pelajar,Dendam,Dalam Proses
2024-08-10,DKI Jakarta,Penipuan,25,Laki-laki,Buruh,Tekanan Sosial,Selesai
2022-10-04,Jawa Barat,Penipuan,36,Laki-laki,Buruh,Keserakahan,Selesai
2023-07-13,DKI Jakarta,Pembunuhan,29,Laki-laki,Tukang,Ekonomi,Belum Terselesaikan
2020-11-06,Jawa Tengah,Penipuan,15,Perempuan,Pedagang,Keserakahan,Dalam Proses
2021-09-14,Jawa Barat,Pembunuhan,18,Laki-laki,Buruh,Kecanduan,Selesai
2020-08-30,Kalimantan Selatan,Penganiayaan,15,Laki-laki,Wiraswasta,Tekanan Sosial,Dalam Proses
2023-05-26,Sulawesi Selatan,Pencurian,20,Perempuan,Sopir,Keserakahan,Dalam Proses
2021-04-07,Aceh,Pencurian,30,Laki-laki,Perawat,Provokasi,Selesai
2022-02-18,Jawa Tengah,Pencurian,26,Laki-laki,Pelajar,Gangguan Mental,Dalam Proses
2021-08-31,Jawa Timur,Perampokan,30,Laki-laki,Polisi,Keserakahan,Selesai
2022-05-28,DKI Jakarta,Pencurian,15,Laki-laki,Pegawai Swasta,Keserakahan,Belum Terselesaikan
2023-06-25,DKI Jakarta,Penyalahgunaan Narkoba,35,Perempuan,Tidak Bekerja,Keserakahan,Selesai
2024-02-24,Maluku,Pencurian,15,Perempuan,Buruh,Kecanduan,Belum Terselesaikan
2023-07-05,Jawa Tengah,Penyalahgunaan Narkoba,23,Laki-laki,Petani,Kebutuhan Mendesak,Selesai
2023-09-14,Sumatera Utara,Kekerasan Dalam Rumah Tangga,15,Laki-laki,Buruh,Cemburu,Selesai
2021-05-06,Jawa Barat,Penipuan,37,Perempuan,Pedagang,Provokasi,Selesai
2020-06-02,Sumatera Utara,Pencurian,31,Laki-laki,Pedagang,Ekonomi,Dalam Proses
2022-04-16,Sumatera Barat,Pencurian,33,Laki-laki,Pelajar,Pengaruh Lingkungan,Selesai
2023-05-01,Jawa Barat,Pencurian Kendaraan Bermotor,31,Laki-laki,Pelajar,Kebutuhan Mendesak,Selesai
2020-03-07,Kalimantan Timur,Penganiayaan,35,Laki-laki,Petani,Kebutuhan Mendesak,Selesai
2023-12-18,Sulawesi Utara,Penganiayaan,22,Laki-laki,Pegawai Swasta,Pengaruh Lingkungan,Selesai
2024-10-26,Sulawesi Selatan,Penganiayaan,21,Laki-laki,Pelajar,Dendam,Belum Terselesaikan
2023-11-08,Bali,Pemerkosaan,25,Perempuan,Petani,Kebutuhan Mendesak,Dalam Proses
2024-06-01,DKI Jakarta,Pencurian,15,Laki-laki,Perawat,Ketidaktahuan Hukum,Belum Terselesaikan
2023-04-22,Sumatera Barat,Penganiayaan,30,Perempuan,Tukang,Kecanduan,Selesai
2022-05-20,Sulawesi Selatan,Pencurian Kendaraan Bermotor,21,Laki-laki,Buruh,Provokasi,Selesai
2021-04-05,Jawa Tengah,Perampokan,42,Perempuan,Tukang,Cemburu,Selesai
2021-06-28,Papua,Penganiayaan,36,Laki-laki,Polisi,Cemburu,Dalam Proses
2020-05-26,Sulawesi Selatan,Penipuan,25,Laki-laki,Tidak Bekerja,Cemburu,Belum Terselesaikan
2024-06-11,Kalimantan Timur,Pencurian,24,Laki-laki,Pegawai Swasta,Keserakahan,Dalam Proses
2024-03-13,DKI Jakarta,Pemerkosaan,28,Perempuan,Polisi,Keserakahan,Selesai
2021-08-14,Bengkulu,Penyalahgunaan Narkoba,39,Laki-laki,Pelajar,Dendam,Selesai
2022-08-17,Nusa Tenggara Barat,Penipuan,37,Perempuan,Guru,Kebutuhan Mendesak,Belum Terselesaikan
2023-12-04,DKI Jakarta,Perampokan,48,Laki-laki,Mahasiswa,Kebutuhan Mendesak,Belum Terselesaikan
2022-10-21,Sulawesi Utara,Penganiayaan,19,Laki-laki,Wiraswasta,Gangguan Mental,Dalam Proses
2022-06-15,Sumatera Utara,Penipuan,37,Laki-laki,Buruh,Keserakahan,Dalam Proses
2020-03-22,Jawa Tengah,Pencurian,34,Laki-laki,TNI,Tekanan Sosial,Selesai
2024-02-13,Jawa Barat,Penipuan,32,Laki-laki,PNS,Keserakahan,Dalam Proses
2021-05-27,Kalimantan Timur,Penyalahgunaan Narkoba,35,Laki-laki,Tidak Bekerja,Dendam,Belum Terselesaikan
2021-04-13,Sumatera Selatan,Pencurian,24,Laki-laki,Tukang,Keserakahan,Selesai
2023-04-17,Kalimantan Timur,Pencurian,30,Laki-laki,Tidak Bekerja,Ketidaktahuan Hukum,Dalam Proses
2024-08-09,Jawa Tengah,Penyalahgunaan Narkoba,25,Laki-laki,Pegawai Swasta,Keserakahan,Selesai
2020-03-23,Jawa Tengah,Pencurian,32,Perempuan,Perawat,Cemburu,Dalam Proses
2022-08-21,Sulawesi Selatan,Penyalahgunaan Narkoba,29,Laki-laki,Wiraswasta,Ketidaktahuan Hukum,Belum Terselesaikan
2022-06-24,Kalimantan Timur,Penganiayaan,26,Laki-laki,TNI,Kebutuhan Mendesak,Belum Terselesaikan
2021-01-06,Sumatera Barat,Penipuan,20,Perempuan,Sopir,Tekanan Sosial,Selesai
2023-07-24,Jawa Timur,Pencurian,30,Laki-laki,Polisi,Gangguan Mental,Belum Terselesaikan
2020-07-05,Jawa Tengah,Korupsi,29,Perempuan,Pelajar,Konflik Personal,Dalam Proses
2022-04-16,DKI Jakarta,Pencurian Kendaraan Bermotor,20,Perempuan,PNS,Konflik Personal,Selesai
2023-10-04,Bali,Pencurian,36,Perempuan,Buruh,Cemburu,Selesai
2021-11-06,DKI Jakarta,Pencurian,27,Laki-laki,Mahasiswa,Pengaruh Lingkungan,Selesai
2022-10-11,Jawa Tengah,Penipuan,25,Perempuan,Pegawai Swasta,Ketidaktahuan Hukum,Selesai
2022-03-31,Nusa Tenggara Barat,Pemerkosaan,35,Perempuan,Polisi,Provokasi,Selesai
2020-03-16,DKI Jakarta,Pencurian,41,Perempuan,Pelajar,Dendam,Selesai
2021-10-06,Sumatera Barat,Kekerasan Dalam Rumah Tangga,28,Laki-laki,Pegawai Swasta,Konflik Personal,Dalam Proses
2020-08-25,Sumatera Selatan,Pencurian,37,Laki-laki,Perawat,Tekanan Sosial,Belum Terselesaikan
2024-11-06,Kalimantan Timur,Pembunuhan,29,Laki-laki,Wiraswasta,Ekonomi,Selesai
2023-09-08,Jawa Tengah,Penipuan,36,Perempuan,Polisi,Provokasi,Dalam Proses
2022-08-04,Nusa Tenggara Barat,Penipuan,40,Laki-laki,Mahasiswa,Ekonomi,Dalam Proses
2021-01-19,Jawa Barat,Penganiayaan,38,Laki-laki,Wiraswasta,Konflik Personal,Selesai
2023-06-29,Sumatera Utara,Penyalahgunaan Narkoba,28,Perempuan,Perawat,Gangguan Mental,Selesai
2023-07-04,Sumatera Selatan,Pencurian,32,Laki-laki,Pelajar,Ekonomi,Selesai
2021-02-20,Sumatera Utara,Pencurian,24,Perempuan,Pegawai Swasta,Provokasi,Selesai
2020-09-25,Sumatera Utara,Pencurian,22,Laki-laki,TNI,Kebutuhan Mendesak,Selesai
2022-06-16,Jawa Barat,Penganiayaan,25,Perempuan,TNI,Pengaruh Lingkungan,Selesai
2022-09-19,Sumatera Utara,Penipuan,21,Perempuan,Buruh,Ekonomi,Selesai
2023-07-14,DKI Jakarta,Penyalahgunaan Narkoba,25,Laki-laki,Sopir,Kecanduan,Belum Terselesaikan
2023-12-24,Sumatera Utara,Penyalahgunaan Narkoba,21,Perempuan,Pedagang,Kebutuhan Mendesak,Selesai
2023-02-02,Jawa Tengah,Penipuan,15,Perempuan,Tidak Bekerja,Provokasi,Dalam Proses
2022-04-15,Sumatera Selatan,Penipuan,15,Perempuan,Buruh,Kecanduan,Belum Terselesaikan
2024-09-19,Sulawesi Utara,Pencurian,24,Laki-laki,TNI,Dendam,Selesai
2022-08-03,Sumatera Selatan,Penyalahgunaan Narkoba,29,Laki-laki,Buruh,Ketidaktahuan Hukum,Selesai
2024-08-31,Sumatera Utara,Penipuan,26,Perempuan,Pedagang,Gangguan Mental,Selesai
2024-01-07,DKI Jakarta,Penipuan,20,Perempuan,Pegawai Swasta,Provokasi,Dalam Proses
2023-12-15,Kalimantan Timur,Penipuan,27,Laki-laki,Pegawai Swasta,Tekanan Sosial,Belum Terselesaikan
2024-09-05,Sumatera Selatan,Pemerkosaan,28,Perempuan,Pelajar,Gangguan Mental,Selesai
2021-05-14,Nusa Tenggara Barat,Pencurian,18,Laki-laki,Pelajar,Provokasi,Selesai
2020-10-23,Jawa Tengah,Penganiayaan,28,Laki-laki,Mahasiswa,Kecanduan,Selesai
2023-05-12,DKI Jakarta,Penganiayaan,38,Laki-laki,Wiraswasta,Pengaruh Lingkungan,Dalam Proses
2024-12-05,Kalimantan Timur,Penipuan,21,Laki-laki,Pedagang,Dendam,Selesai
2021-07-19,Jawa Tengah,Perampokan,39,Perempuan,Perawat,Tekanan Sosial,Belum Terselesaikan
2021-11-27,Papua,Penipuan,25,Laki-laki,TNI,Provokasi,Selesai
2021-07-01,Jawa Timur,Penyalahgunaan Narkoba,36,Laki-laki,Polisi,Ekonomi,Selesai
2021-08-02,Jawa Timur,Pencurian,37,Perempuan,Guru,Kebutuhan Mendesak,Selesai
2024-09-11,Jawa Barat,Pencurian,38,Laki-laki,Sopir,Keserakahan,Selesai
2023-09-13,Jawa Timur,Penipuan,39,Laki-laki,Pelajar,Cemburu,Dalam Proses
2022-07-03,Jawa Timur,Pencurian,27,Laki-laki,Wiraswasta,Gangguan Mental,Selesai
2021-12-07,Sumatera Utara,Pencurian,30,Laki-laki,PNS,Provokasi,Belum Terselesaikan
2024-04-11,Jawa Timur,Pencurian,27,Laki-laki,Wiraswasta,Tekanan Sosial,Selesai
2022-07-21,Sulawesi Selatan,Penganiayaan,25,Laki-laki,TNI,Konflik Personal,Belum Terselesaikan
2024-11-15,DKI Jakarta,Pencurian Kendaraan Bermotor,33,Laki-laki,Petani,Pengaruh Lingkungan,Dalam Proses
2021-05-04,Bengkulu,Penipuan,25,Perempuan,Sopir,Tekanan Sosial,Selesai
2021-04-23,Jawa Timur,Penipuan,18,Laki-laki,Polisi,Tekanan Sosial,Selesai
2020-03-30,Sulawesi Selatan,Pembunuhan,29,Laki-laki,PNS,Pengaruh Lingkungan,Selesai
2022-08-26,Jawa Tengah,Pencurian,26,Laki-laki,Guru,Tekanan Sosial,Belum Terselesaikan
2022-03-01,Sumatera Barat,Penipuan,24,Laki-laki,Tukang,Ketidaktahuan Hukum,Selesai
2020-11-07,Jawa Timur,Penyalahgunaan Narkoba,15,Perempuan,Pelajar,Ekonomi,Belum Terselesaikan
2020-09-15,Sumatera Selatan,Penganiayaan,25,Laki-laki,Wiraswasta,Keserakahan,Selesai
2021-11-10,Jawa Timur,Pencurian,49,Laki-laki,Polisi,Dendam,Belum Terselesaikan
2024-11-25,Nusa Tenggara Barat,Perampokan,15,Laki-laki,Polisi,Gangguan Mental,Belum Terselesaikan
2020-07-23,Jawa Barat,Perampokan,30,Laki-laki,Wiraswasta,Gangguan Mental,Belum Terselesaikan
2020-02-01,Maluku,Pencurian,25,Laki-laki,Guru,Cemburu,Belum Terselesaikan
2022-04-19,Sumatera Utara,Pemerkosaan,15,Laki-laki,Polisi,Ketidaktahuan Hukum,Selesai
2020-11-12,Sulawesi Selatan,Penipuan,38,Laki-laki,Buruh,Gangguan Mental,Selesai
2024-05-19,Sumatera Barat,Pemerkosaan,27,Perempuan,Pegawai Swasta,Konflik Personal,Dalam Proses
2023-06-30,Sumatera Barat,Pencurian Kendaraan Bermotor,30,Laki-laki,Guru,Tekanan Sosial,Selesai
2023-08-23,Bali,Penipuan,32,Laki-laki,Buruh,Konflik Personal,Belum Terselesaikan
2024-10-11,DKI Jakarta,Penganiayaan,15,Laki-laki,Tukang,Provokasi,Dalam Proses
2022-02-17,Kalimantan Timur,Pencurian,20,Perempuan,PNS,Ketidaktahuan Hukum,Selesai
2024-01-11,Jawa Barat,Pencurian Kendaraan Bermotor,16,Laki-laki,TNI,Gangguan Mental,Belum Terselesaikan
2024-11-21,Kalimantan Timur,Pembunuhan,33,Perempuan,Wiraswasta,Ekonomi,Selesai
2023-06-18,Sulawesi Selatan,Perampokan,32,Laki-laki,Buruh,Kecanduan,Dalam Proses
2023-07-16,Bali,Penyalahgunaan Narkoba,27,Laki-laki,Tukang,Kebutuhan Mendesak,Selesai
2021-04-10,Jawa Timur,Pencurian,20,Laki-laki,Guru,Dendam,Selesai
2022-06-07,Sulawesi Utara,Pencurian Kendaraan Bermotor,15,Laki-laki,Buruh,Ketidaktahuan Hukum,Selesai
2023-12-12,Sulawesi Selatan,Penyalahgunaan Narkoba,29,Laki-laki,Polisi,Dendam,Selesai
2022-06-27,Jawa Timur,Penipuan,21,Perempuan,Pedagang,Pengaruh Lingkungan,Belum Terselesaikan
2021-09-05,Jawa Timur,Korupsi,20,Laki-laki,TNI,Ekonomi,Selesai
2020-04-04,Jawa Barat,Penyalahgunaan Narkoba,28,Laki-laki,PNS,Ekonomi,Dalam Proses
2021-08-23,DKI Jakarta,Pemerkosaan,30,Laki-laki,PNS,Konflik Personal,Selesai
2022-06-01,Sumatera Barat,Penyalahgunaan Narkoba,29,Laki-laki,Pedagang,Kecanduan,Dalam Proses
2022-12-23,Sulawesi Utara,Pembunuhan,24,Laki-laki,Mahasiswa,Keserakahan,Selesai
2023-10-28,Jawa Barat,Perampokan,27,Laki-laki,Perawat,Cemburu,Selesai
2020-12-14,Sumatera Selatan,Pencurian,15,Perempuan,Pedagang,Dendam,Selesai
2023-06-02,DKI Jakarta,Penganiayaan,25,Perempuan,Polisi,Tekanan Sosial,Selesai
2023-06-23,Jawa Barat,Perampokan,29,Laki-laki,Tukang,Kecanduan,Selesai
2022-10-16,Jawa Timur,Penipuan,24,Perempuan,TNI,Keserakahan,Belum Terselesaikan
2020-10-20,Jawa Timur,Korupsi,34,Laki-laki,Petani,Gangguan Mental,Belum Terselesaikan
2023-07-30,DKI Jakarta,Penyalahgunaan Narkoba,15,Laki-laki,Pegawai Swasta,Gangguan Mental,Dalam Proses
2021-06-06,DKI Jakarta,Pencurian,26,Perempuan,Tukang,Ekonomi,Dalam Proses
2024-07-05,Riau,Perampokan,28,Laki-laki,Pelajar,Kebutuhan Mendesak,Selesai
2023-10-19,Sulawesi Selatan,Penyalahgunaan Narkoba,29,Laki-laki,Wiraswasta,Cemburu,Selesai
2020-05-31,Aceh,Penganiayaan,16,Laki-laki,Pelajar,Konflik Personal,Selesai
2023-04-18,Jawa Timur,Pencurian,15,Perempuan,Pegawai Swasta,Ketidaktahuan Hukum,Selesai
2022-05-18,Sulawesi Utara,Pemerkosaan,32,Laki-laki,Guru,Kebutuhan Mendesak,Belum Terselesaikan
2022-07-24,Jawa Barat,Penyalahgunaan Narkoba,18,Laki-laki,Polisi,Kebutuhan Mendesak,Selesai
2021-02-11,Jawa Barat,Penyalahgunaan Narkoba,21,Laki-laki,Mahasiswa,Gangguan Mental,Selesai
2020-08-06,Kalimantan Selatan,Pencurian,37,Perempuan,Petani,Tekanan Sosial,Selesai
2023-03-17,Jawa Timur,Pencurian,28,Laki-laki,PNS,Keserakahan,Dalam Proses
2021-08-28,DKI Jakarta,Penipuan,19,Laki-laki,Guru,Kebutuhan Mendesak,Selesai
2020-02-14,DKI Jakarta,Penipuan,15,Laki-laki,Polisi,Ketidaktahuan Hukum,Selesai
2022-03-21,DKI Jakarta,Penganiayaan,26,Perempuan,Pegawai Swasta,Ekonomi,Selesai
2023-03-05,Kalimantan Timur,Penipuan,33,Laki-laki,Polisi,Ketidaktahuan Hukum,Belum Terselesaikan
